,words,sounds,sents
289,amorousness,"['AE', 'M', 'AH', 'R', 'AH', 'S', 'N', 'AH', 'S']",0.4588
290,amorphous,"['AH', 'M', 'AO', 'R', 'F', 'AH', 'S']",-0.0516
291,amorphously,"['AH', 'M', 'AO', 'R', 'F', 'AH', 'S', 'L', 'IY']",0.0258
292,amorphousness,"['AH', 'M', 'AO', 'R', 'F', 'AH', 'S', 'N', 'AH', 'S']",0.0772
293,amort,"['AH', 'M', 'AO', 'R', 'T']",-0.4767
294,amortise,"['AE', 'M', 'AH', 'R', 'T', 'AY', 'Z']",0.128
295,amortised,"['AH', 'M', 'AO', 'R', 'T', 'IY', 'Z', 'D']",-0.0516
296,amortises,"['AH', 'M', 'AO', 'R', 'T', 'IY', 'Z', 'IH', 'Z']",0.0258
297,amortizable,"['AH', 'M', 'AO', 'R', 'T', 'AY', 'Z', 'AH', 'B', 'AH', 'L']",0.128
298,amortization,"['AE', 'M', 'ER', 'T', 'IH', 'Z', 'EY', 'SH', 'AH', 'N']",0.1531
299,amortizations,"['AH', 'M', 'AO', 'R', 'T', 'AH', 'Z', 'EY', 'SH', 'AH', 'N', 'Z']",0.0516
300,amortize,"['AE', 'M', 'ER', 'T', 'AY', 'Z']",-0.0258
301,amortized,"['AE', 'M', 'ER', 'T', 'AY', 'Z', 'D']",0.2023
302,amortizes,"['AH', 'M', 'AO', 'R', 'T', 'AY', 'Z', 'IH', 'Z']",0.1531
303,amortizing,"['AE', 'M', 'ER', 'T', 'AY', 'Z', 'IH', 'NG']",0.2023
304,amusable,"['AH', 'M', 'Y', 'UW', 'Z', 'AH', 'B', 'AH', 'L']",0.1779
305,amuse,"['AH', 'M', 'Y', 'UW', 'Z']",0.4019
306,amused,"['AH', 'M', 'Y', 'UW', 'Z', 'D']",0.4215
307,amusedly,"['AH', 'M', 'Y', 'UW', 'Z', 'AH', 'D', 'L', 'IY']",0.4939
308,amusement,"['AH', 'M', 'Y', 'UW', 'Z', 'M', 'AH', 'N', 'T']",0.3612
309,amusements,"['AH', 'M', 'Y', 'UW', 'Z', 'M', 'AH', 'N', 'T', 'S']",0.3612
310,amuser,"['AH', 'M', 'Y', 'UW', 'Z', 'ER']",0.2732
311,amusers,"['AH', 'M', 'Y', 'UW', 'Z', 'ER', 'Z']",0.3182
312,amuses,"['AH', 'M', 'Y', 'UW', 'Z', 'IH', 'Z']",0.4019
313,amusia,"['AE', 'M', 'Y', 'UW', 'ZH', 'IY', 'AH']",0.0772
314,amusias,"['AE', 'M', 'Y', 'UW', 'S', 'IY', 'AH', 'Z']",-0.1027
315,amusing,"['AH', 'M', 'Y', 'UW', 'Z', 'IH', 'NG']",0.3818
316,amusingly,"['AH', 'M', 'Y', 'UW', 'Z', 'IH', 'NG', 'L', 'IY']",0.2023
317,amusingness,"['AH', 'M', 'Y', 'UW', 'Z', 'IH', 'NG', 'N', 'AH', 'S']",0.4215
318,amusive,"['AH', 'M', 'Y', 'UW', 'Z', 'IH', 'V']",0.4019
319,anger,"['AE', 'NG', 'G', 'ER']",-0.5719
320,angered,"['AE', 'NG', 'G', 'ER', 'D']",-0.5106
321,angering,"['AE', 'NG', 'G', 'ER', 'IH', 'NG']",-0.4939
322,angerly,"['AE', 'NG', 'G', 'ER', 'L', 'IY']",-0.4404
323,angers,"['AE', 'NG', 'G', 'ER', 'Z']",-0.5106
324,angrier,"['AE', 'NG', 'G', 'R', 'IY', 'ER']",-0.5106
325,angriest,"['AE', 'NG', 'G', 'R', 'IY', 'AH', 'S', 'T']",-0.6249
326,angrily,"['AE', 'NG', 'G', 'R', 'AH', 'L', 'IY']",-0.4215
327,angriness,"['AE', 'NG', 'G', 'R', 'IY', 'N', 'AH', 'S']",-0.4019
328,angry,"['AE', 'NG', 'G', 'R', 'IY']",-0.5106
329,anguish,"['AE', 'NG', 'G', 'W', 'IH', 'SH']",-0.5994
330,anguished,"['AE', 'NG', 'G', 'W', 'IH', 'SH', 'T']",-0.4215
331,anguishes,"['AE', 'NG', 'G', 'W', 'IH', 'SH', 'IH', 'Z']",-0.4767
332,anguishing,"['AE', 'NG', 'G', 'W', 'IH', 'SH', 'IH', 'NG']",-0.5719
333,animosity,"['AE', 'N', 'AH', 'M', 'AA', 'S', 'AH', 'T', 'IY']",-0.4404
334,annoy,"['AH', 'N', 'OY']",-0.4404
335,annoyance,"['AH', 'N', 'OY', 'AH', 'N', 'S']",-0.3182
336,annoyances,"['AH', 'N', 'OY', 'AH', 'N', 'S', 'IH', 'Z']",-0.4215
337,annoyed,"['AH', 'N', 'OY', 'D']",-0.3818
338,annoyer,"['AH', 'N', 'OY', 'ER']",-0.4939
339,annoyers,"['AH', 'N', 'OY', 'ER', 'Z']",-0.3612
340,annoying,"['AH', 'N', 'OY', 'IH', 'NG']",-0.4019
341,annoys,"['AH', 'N', 'OY', 'Z']",-0.4215
342,antagonism,"['AE', 'N', 'T', 'AE', 'G', 'AH', 'N', 'IH', 'Z', 'AH', 'M']",-0.4404
343,antagonisms,"['AE', 'N', 'T', 'AE', 'G', 'AH', 'N', 'IH', 'Z', 'AH', 'M', 'Z']",-0.296
344,antagonist,"['AE', 'N', 'T', 'AE', 'G', 'AH', 'N', 'AH', 'S', 'T']",-0.4404
345,antagonistic,"['AE', 'N', 'T', 'AE', 'G', 'AH', 'N', 'IH', 'S', 'T', 'IH', 'K']",-0.4019
346,antagonistically,"['AE', 'N', 'T', 'AE', 'G', 'AH', 'N', 'IH', 'S', 'T', 'IH', 'K', 'AH', 'L', 'IY']",-0.4939
347,antagonists,"['AE', 'N', 'T', 'AE', 'G', 'AH', 'N', 'AH', 'S', 'T', 'S']",-0.4019
348,antagonists,"['AE', 'N', 'T', 'AE', 'G', 'AH', 'N', 'AH', 'S']",-0.4019
349,antagonize,"['AE', 'N', 'T', 'AE', 'G', 'AH', 'N', 'AY', 'Z']",-0.4588
350,antagonized,"['AE', 'N', 'T', 'AE', 'G', 'AH', 'N', 'AY', 'Z', 'D']",-0.34
351,antagonizes,"['AE', 'N', 'T', 'AE', 'G', 'AH', 'N', 'AY', 'Z', 'IH', 'Z']",-0.128
352,antagonizing,"['AE', 'N', 'T', 'AE', 'G', 'AH', 'N', 'AY', 'Z', 'IH', 'NG']",-0.5719
353,anti,"['AE', 'N', 'T', 'IY']",-0.3182
354,anti,"['AE', 'N', 'T', 'AY']",-0.3182
355,anticipation,"['AE', 'N', 'T', 'IH', 'S', 'AH', 'P', 'EY', 'SH', 'AH', 'N']",0.1027
356,anxieties,"['AE', 'NG', 'Z', 'AY', 'AH', 'T', 'IY', 'Z']",-0.1531
357,anxiety,"['AE', 'NG', 'Z', 'AY', 'AH', 'T', 'IY']",-0.1779
358,anxious,"['AE', 'NG', 'K', 'SH', 'AH', 'S']",-0.25
359,anxious,"['AE', 'NG', 'SH', 'AH', 'S']",-0.25
360,anxiously,"['AE', 'NG', 'K', 'SH', 'AH', 'S', 'L', 'IY']",-0.2263
361,anxiousness,"['AE', 'NG', 'K', 'SH', 'AH', 'S', 'N', 'AH', 'S']",-0.25
362,aok,"['EY', 'AH', 'K']",0.4588
363,apathetic,"['AE', 'P', 'AH', 'TH', 'EH', 'T', 'IH', 'K']",-0.296
364,apathetically,"['AE', 'P', 'AH', 'TH', 'EH', 'T', 'IH', 'K', 'AH', 'L', 'IY']",-0.1027
365,apathies,"['AE', 'P', 'AH', 'TH', 'IY', 'Z']",-0.1531
366,apathy,"['AE', 'P', 'AH', 'TH', 'IY']",-0.296
367,apeshit,"['EY', 'P', 'SH', 'IH', 'T']",-0.2263
368,apocalyptic,"['AH', 'P', 'AA', 'K', 'AH', 'L', 'IH', 'P', 'T', 'IH', 'K']",-0.6597
369,apologise,"['AH', 'P', 'AA', 'L', 'AH', 'JH', 'AY', 'Z']",0.3818
370,apologised,"['AH', 'P', 'AA', 'L', 'AH', 'JH', 'AY', 'Z', 'D']",0.1027
371,apologises,"['AH', 'P', 'AA', 'L', 'AH', 'JH', 'AY', 'Z', 'IH', 'Z']",0.2023
372,apologising,"['AH', 'P', 'AA', 'L', 'AH', 'JH', 'AY', 'Z', 'IH', 'NG']",0.0516
373,apologize,"['AH', 'P', 'AA', 'L', 'AH', 'JH', 'AY', 'Z']",0.1027
374,apologized,"['AH', 'P', 'AA', 'L', 'AH', 'JH', 'AY', 'Z', 'D']",0.3182
375,apologizes,"['AH', 'P', 'AA', 'L', 'AH', 'JH', 'AY', 'Z', 'IH', 'Z']",0.3612
376,apologizing,"['AH', 'P', 'AA', 'L', 'AH', 'JH', 'AY', 'Z', 'IH', 'NG']",-0.0772
377,apology,"['AH', 'P', 'AA', 'L', 'AH', 'JH', 'IY']",0.0516
378,appall,"['AH', 'P', 'AO', 'L']",-0.5267
379,appalled,"['AH', 'P', 'AO', 'L', 'D']",-0.4588
380,appalling,"['AH', 'P', 'AO', 'L', 'IH', 'NG']",-0.3612
381,appallingly,"['AH', 'P', 'AO', 'L', 'IH', 'NG', 'L', 'IY']",-0.4588
382,appalls,"['AH', 'P', 'AO', 'L', 'Z']",-0.4404
383,appease,"['AH', 'P', 'IY', 'Z']",0.2732
384,appeased,"['AH', 'P', 'IY', 'Z', 'D']",0.2263
385,appeases,"['AH', 'P', 'IY', 'Z', 'IH', 'Z']",0.2263
386,appeasing,"['AH', 'P', 'IY', 'Z', 'IH', 'NG']",0.25
387,applaud,"['AH', 'P', 'L', 'AO', 'D']",0.4588
388,applauded,"['AH', 'P', 'L', 'AO', 'D', 'IH', 'D']",0.3612
389,applauding,"['AH', 'P', 'L', 'AO', 'D', 'IH', 'NG']",0.4767
390,applauds,"['AH', 'P', 'L', 'AO', 'D', 'Z']",0.34
391,applause,"['AH', 'P', 'L', 'AO', 'Z']",0.4215
392,appreciate,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T']",0.4019
393,appreciated,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T', 'IH', 'D']",0.5106
394,appreciates,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T', 'S']",0.5106
395,appreciating,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T', 'IH', 'NG']",0.4404
396,appreciation,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'SH', 'AH', 'N']",0.5106
397,appreciations,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'SH', 'AH', 'N', 'Z']",0.4019
398,appreciative,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T', 'IH', 'V']",0.5574
399,appreciative,"['AH', 'P', 'R', 'IY', 'SH', 'Y', 'AH', 'T', 'IH', 'V']",0.5574
400,appreciatively,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T', 'IH', 'V', 'L', 'IY']",0.4215
401,appreciatively,"['AH', 'P', 'R', 'IY', 'SH', 'Y', 'AH', 'T', 'IH', 'V', 'L', 'IY']",0.4215
402,appreciativeness,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T', 'IH', 'V', 'N', 'AH', 'S']",0.3818
403,appreciator,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T', 'ER']",0.5574
404,appreciators,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T', 'ER', 'Z']",0.3612
405,appreciatory,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T', 'ER', 'IY']",0.4019
406,apprehensible,"['AE', 'P', 'R', 'IH', 'HH', 'EH', 'N', 'S', 'AH', 'B', 'AH', 'L']",0.2732
407,apprehensibly,"['AE', 'P', 'R', 'IH', 'HH', 'EH', 'N', 'S', 'AH', 'B', 'L', 'IY']",-0.0516
408,apprehension,"['AE', 'P', 'R', 'IH', 'HH', 'EH', 'N', 'SH', 'AH', 'N']",-0.4767
409,apprehensions,"['AE', 'P', 'R', 'IH', 'HH', 'EH', 'N', 'SH', 'AH', 'N', 'Z']",-0.2263
410,apprehensively,"['AE', 'P', 'R', 'IH', 'HH', 'EH', 'N', 'S', 'IH', 'V', 'L', 'IY']",-0.0772
411,apprehensiveness,"['AE', 'P', 'R', 'IH', 'HH', 'EH', 'N', 'S', 'IH', 'V', 'N', 'AH', 'S']",-0.1779
412,approval,"['AH', 'P', 'R', 'UW', 'V', 'AH', 'L']",0.4767
413,approved,"['AH', 'P', 'R', 'UW', 'V', 'D']",0.4215
414,approves,"['AH', 'P', 'R', 'UW', 'V', 'Z']",0.4019
415,ardent,"['AA', 'R', 'D', 'AH', 'N', 'T']",0.4767
416,arguable,"['AA', 'R', 'G', 'Y', 'UW', 'AH', 'B', 'AH', 'L']",-0.25
417,arguably,"['AA', 'R', 'G', 'Y', 'UW', 'AH', 'B', 'L', 'IY']",-0.25
418,argue,"['AA', 'R', 'G', 'Y', 'UW']",-0.34
419,argued,"['AA', 'R', 'G', 'Y', 'UW', 'D']",-0.3612
420,arguer,"['AA', 'R', 'G', 'Y', 'UW', 'ER']",-0.3818
421,arguers,"['AA', 'R', 'G', 'Y', 'UW', 'ER', 'Z']",-0.34
422,argues,"['AA', 'R', 'G', 'Y', 'UW', 'Z']",-0.3818
423,arguing,"['AA', 'R', 'G', 'Y', 'UW', 'IH', 'NG']",-0.4588
424,argument,"['AA', 'R', 'G', 'Y', 'AH', 'M', 'AH', 'N', 'T']",-0.3612
425,argumentative,"['AA', 'R', 'G', 'Y', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'T', 'IH', 'V']",-0.3612
426,argumentatively,"['AA', 'R', 'G', 'Y', 'AH', 'M', 'AH', 'N', 'T', 'AH', 'T', 'IH', 'V', 'L', 'IY']",-0.4215
427,argumentive,"['AA', 'R', 'G', 'Y', 'AH', 'M', 'AH', 'N', 'T', 'IH', 'V']",-0.3612
428,arguments,"['AA', 'R', 'G', 'Y', 'AH', 'M', 'AH', 'N', 'T', 'S']",-0.4019
429,arrest,"['ER', 'EH', 'S', 'T']",-0.34
430,arrested,"['ER', 'EH', 'S', 'T', 'AH', 'D']",-0.4767
431,arrested,"['ER', 'EH', 'S', 'T', 'IH', 'D']",-0.4767
432,arrests,"['ER', 'EH', 'S', 'T', 'S']",-0.4404
433,arrogance,"['EH', 'R', 'AH', 'G', 'AH', 'N', 'S']",-0.5267
434,arrogances,"['AE', 'R', 'AH', 'G', 'AH', 'N', 'S', 'IH', 'Z']",-0.4404
435,arrogant,"['EH', 'R', 'AH', 'G', 'AH', 'N', 'T']",-0.4939
436,arrogantly,"['EH', 'R', 'AH', 'G', 'AH', 'N', 'T', 'L', 'IY']",-0.4215
437,ashamed,"['AH', 'SH', 'EY', 'M', 'D']",-0.4767
438,ashamedly,"['AH', 'SH', 'EY', 'M', 'AH', 'D', 'L', 'IY']",-0.4019
439,ass,"['AE', 'S']",-0.5423
440,assassination,"['AH', 'S', 'AE', 'S', 'AH', 'N', 'EY', 'SH', 'AH', 'N']",-0.5994
441,assassinations,"['AH', 'S', 'AE', 'S', 'AH', 'N', 'EY', 'SH', 'AH', 'N', 'Z']",-0.5719
442,assault,"['AH', 'S', 'AO', 'L', 'T']",-0.5859
443,assaulted,"['AH', 'S', 'AO', 'L', 'T', 'IH', 'D']",-0.5267
444,assaulting,"['AH', 'S', 'AO', 'L', 'T', 'IH', 'NG']",-0.5106
445,assaultive,"['AH', 'S', 'AO', 'L', 'T', 'IH', 'V']",-0.5859
446,assaults,"['AH', 'S', 'AO', 'L', 'T', 'S']",-0.5423
447,asset,"['AE', 'S', 'EH', 'T']",0.3612
448,assets,"['AE', 'S', 'EH', 'T', 'S']",0.1779
449,assfucking,"['AE', 'S', 'F', 'AH', 'K', 'IH', 'NG']",-0.5423
450,assholes,"['AE', 'S', 'HH', 'OW', 'L', 'Z']",-0.5859
451,assurance,"['AH', 'SH', 'UH', 'R', 'AH', 'N', 'S']",0.34
452,assurances,"['AH', 'SH', 'UH', 'R', 'AH', 'N', 'S', 'IH', 'Z']",0.34
453,assurances,"['AH', 'SH', 'UH', 'R', 'AH', 'N', 'T', 'S', 'IH', 'Z']",0.34
454,assure,"['AH', 'SH', 'UH', 'R']",0.34
455,assured,"['AH', 'SH', 'UH', 'R', 'D']",0.3612
456,assuredly,"['AH', 'SH', 'UH', 'R', 'AH', 'D', 'L', 'IY']",0.3818
457,assuredness,"['AH', 'SH', 'UW', 'R', 'AH', 'D', 'N', 'AH', 'S']",0.34
458,assurer,"['AH', 'SH', 'UW', 'R', 'ER']",0.2263
459,assurers,"['AH', 'SH', 'UW', 'R', 'ER', 'Z']",0.2732
460,assures,"['AH', 'SH', 'UH', 'R', 'Z']",0.3182
461,assurgent,"['AE', 'S', 'ER', 'JH', 'AH', 'N', 'T']",0.3182
462,assuring,"['AH', 'SH', 'UH', 'R', 'IH', 'NG']",0.3818
463,assuror,"['AH', 'SH', 'UW', 'R', 'ER']",0.128
464,assurors,"['AH', 'SH', 'UW', 'R', 'ER', 'Z']",0.1779
465,astonished,"['AH', 'S', 'T', 'AA', 'N', 'IH', 'SH', 'T']",0.3818
466,astound,"['AH', 'S', 'T', 'AW', 'N', 'D']",0.4019
467,astounded,"['AH', 'S', 'T', 'AW', 'N', 'D', 'IH', 'D']",0.4215
468,astounding,"['AH', 'S', 'T', 'AW', 'N', 'D', 'IH', 'NG']",0.4215
469,astoundingly,"['AH', 'S', 'T', 'AW', 'N', 'D', 'IH', 'NG', 'L', 'IY']",0.4767
470,astounds,"['AH', 'S', 'T', 'AW', 'N', 'D', 'Z']",0.4767
471,attachment,"['AH', 'T', 'AE', 'CH', 'M', 'AH', 'N', 'T']",0.296
472,attachments,"['AH', 'T', 'AE', 'CH', 'M', 'AH', 'N', 'T', 'S']",0.2732
473,attack,"['AH', 'T', 'AE', 'K']",-0.4767
474,attacked,"['AH', 'T', 'AE', 'K', 'T']",-0.4588
475,attacker,"['AH', 'T', 'AE', 'K', 'ER']",-0.5719
476,attackers,"['AH', 'T', 'AE', 'K', 'ER', 'Z']",-0.5719
477,attacking,"['AH', 'T', 'AE', 'K', 'IH', 'NG']",-0.4588
478,attacks,"['AH', 'T', 'AE', 'K', 'S']",-0.4404
479,attract,"['AH', 'T', 'R', 'AE', 'K', 'T']",0.3612
480,attractancy,"['AH', 'T', 'R', 'AE', 'K', 'T', 'AH', 'N', 'S', 'IY']",0.2263
481,attractant,"['AH', 'T', 'R', 'AE', 'K', 'T', 'AH', 'N', 'T']",0.3182
482,attractants,"['AH', 'T', 'R', 'AE', 'K', 'T', 'AH', 'N', 'T', 'S']",0.34
483,attracted,"['AH', 'T', 'R', 'AE', 'K', 'T', 'AH', 'D']",0.4215
484,attracting,"['AH', 'T', 'R', 'AE', 'K', 'T', 'IH', 'NG']",0.4767
485,attraction,"['AH', 'T', 'R', 'AE', 'K', 'SH', 'AH', 'N']",0.4588
486,attractions,"['AH', 'T', 'R', 'AE', 'K', 'SH', 'AH', 'N', 'Z']",0.4215
487,attractive,"['AH', 'T', 'R', 'AE', 'K', 'T', 'IH', 'V']",0.4404
488,attractively,"['AH', 'T', 'R', 'AE', 'K', 'T', 'IH', 'V', 'L', 'IY']",0.4939
489,attractiveness,"['AH', 'T', 'R', 'AE', 'K', 'T', 'IH', 'V', 'N', 'AH', 'S']",0.4215
490,attractivenesses,"['AH', 'T', 'R', 'AE', 'K', 'T', 'IH', 'V', 'N', 'AH', 'S', 'IH', 'Z']",0.4767
491,attractor,"['AH', 'T', 'R', 'AE', 'K', 'T', 'ER']",0.296
492,attractors,"['AH', 'T', 'R', 'AE', 'K', 'T', 'ER', 'Z']",0.296
493,attracts,"['AH', 'T', 'R', 'AE', 'K', 'T', 'S']",0.4019
494,audacious,"['AA', 'D', 'EY', 'SH', 'AH', 'S']",0.2263
495,authority,"['AH', 'TH', 'AO', 'R', 'AH', 'T', 'IY']",0.0772
496,aversion,"['AH', 'V', 'ER', 'ZH', 'AH', 'N']",-0.4404
497,aversions,"['AH', 'V', 'ER', 'ZH', 'AH', 'N', 'Z']",-0.2732
498,aversive,"['AH', 'V', 'ER', 'S', 'AH', 'V']",-0.3818
499,aversively,"['AH', 'V', 'ER', 'S', 'IH', 'V', 'L', 'IY']",-0.2023
500,avert,"['AH', 'V', 'ER', 'T']",-0.1779
501,averted,"['AH', 'V', 'ER', 'T', 'AH', 'D']",-0.0772
502,averts,"['AH', 'V', 'ER', 'T', 'S']",-0.1027
503,avid,"['AE', 'V', 'IH', 'D']",0.296
504,avoid,"['AH', 'V', 'OY', 'D']",-0.296
505,avoidance,"['AH', 'V', 'OY', 'D', 'AH', 'N', 'S']",-0.4019
506,avoidances,"['AH', 'V', 'OY', 'D', 'AH', 'N', 'S', 'IH', 'Z']",-0.2732
507,avoided,"['AH', 'V', 'OY', 'D', 'IH', 'D']",-0.34
508,avoider,"['AH', 'V', 'OY', 'D', 'ER']",-0.4215
509,avoiders,"['AH', 'V', 'OY', 'D', 'ER', 'Z']",-0.34
510,avoiding,"['AH', 'V', 'OY', 'D', 'IH', 'NG']",-0.34
511,avoids,"['AH', 'V', 'OY', 'D', 'Z']",-0.1779
512,await,"['AH', 'W', 'EY', 'T']",0.1027
513,awaited,"['AH', 'W', 'EY', 'T', 'IH', 'D']",-0.0258
514,awaits,"['AH', 'W', 'EY', 'T', 'S']",0.0772
515,award,"['AH', 'W', 'AO', 'R', 'D']",0.5423
516,awardable,"['AH', 'W', 'AO', 'R', 'D', 'AH', 'B', 'AH', 'L']",0.5267
517,awarded,"['AH', 'W', 'AO', 'R', 'D', 'IH', 'D']",0.4019
518,awardee,"['AH', 'W', 'AO', 'R', 'D', 'IY']",0.4215
519,awardees,"['AH', 'W', 'AO', 'R', 'D', 'IY', 'Z']",0.296
520,awarder,"['AH', 'W', 'AO', 'R', 'D', 'ER']",0.2263
521,awarders,"['AH', 'W', 'AO', 'R', 'D', 'ER', 'Z']",0.3182
522,awarding,"['AH', 'W', 'AO', 'R', 'D', 'IH', 'NG']",0.4404
523,awards,"['AH', 'W', 'AO', 'R', 'D', 'Z']",0.4588
524,awesome,"['AA', 'S', 'AH', 'M']",0.6249
525,awesome,"['AO', 'S', 'AH', 'M']",0.6249
526,awful,"['AA', 'F', 'AH', 'L']",-0.4588
527,awful,"['AO', 'F', 'AH', 'L']",-0.4588
528,awkward,"['AA', 'K', 'W', 'ER', 'D']",-0.1531
529,awkward,"['AO', 'K', 'W', 'ER', 'D']",-0.1531
530,awkwardly,"['AO', 'K', 'W', 'ER', 'D', 'L', 'IY']",-0.3182
531,awkwardness,"['AO', 'K', 'W', 'ER', 'D', 'N', 'AH', 'S']",-0.1779
532,axe,"['AE', 'K', 'S']",-0.1027
533,axed,"['AE', 'K', 'S', 'T']",-0.3182
534,backed,"['B', 'AE', 'K', 'T']",0.0258
535,backing,"['B', 'AE', 'K', 'IH', 'NG']",0.0258
536,backs,"['B', 'AE', 'K', 'S']",-0.0516
537,bad,"['B', 'AE', 'D']",-0.5423
538,badass,"['B', 'AE', 'D', 'AE', 'S']",-0.1531
539,badly,"['B', 'AE', 'D', 'L', 'IY']",-0.4767
540,bailout,"['B', 'EY', 'L', 'AW', 'T']",-0.1027
541,bamboozle,"['B', 'AE', 'M', 'B', 'UW', 'Z', 'AH', 'L']",-0.3612
542,bamboozled,"['B', 'AE', 'M', 'B', 'UW', 'Z', 'AH', 'L', 'D']",-0.3612
543,bamboozles,"['B', 'AE', 'M', 'B', 'UW', 'Z', 'AH', 'L', 'Z']",-0.3612
544,ban,"['B', 'AE', 'N']",-0.5574
545,banish,"['B', 'AE', 'N', 'IH', 'SH']",-0.4404
546,bankrupt,"['B', 'AE', 'NG', 'K', 'R', 'AH', 'P', 'T']",-0.5574
547,bankster,"['B', 'AE', 'NG', 'K', 'S', 'T', 'ER']",-0.4767
548,banned,"['B', 'AE', 'N', 'D']",-0.4588
549,bargain,"['B', 'AA', 'R', 'G', 'AH', 'N']",0.2023
550,bargain,"['B', 'AA', 'R', 'G', 'IH', 'N']",0.2023
551,barrier,"['B', 'AE', 'R', 'IY', 'ER']",-0.128
552,barrier,"['B', 'EH', 'R', 'IY', 'ER']",-0.128
553,bashful,"['B', 'AE', 'SH', 'F', 'AH', 'L']",-0.0258
554,bashfully,"['B', 'AE', 'SH', 'F', 'AH', 'L', 'IY']",0.0516
555,bashfulness,"['B', 'AE', 'SH', 'F', 'AH', 'L', 'N', 'AH', 'S']",-0.2023
556,bastard,"['B', 'AE', 'S', 'T', 'ER', 'D']",-0.5423
557,bastardies,"['B', 'AE', 'S', 'T', 'ER', 'D', 'IY', 'Z']",-0.4215
558,bastardise,"['B', 'AE', 'S', 'T', 'AH', 'R', 'D', 'AY', 'Z']",-0.4767
559,bastardised,"['B', 'AE', 'S', 'T', 'ER', 'D', 'IY', 'Z', 'D']",-0.5106
560,bastardises,"['B', 'AE', 'S', 'T', 'ER', 'D', 'IY', 'Z', 'IH', 'Z']",-0.5106
561,bastardising,"['B', 'AE', 'S', 'T', 'ER', 'D', 'IY', 'Z', 'IH', 'NG']",-0.5574
562,bastardization,"['B', 'AE', 'S', 'T', 'ER', 'D', 'AH', 'Z', 'EY', 'SH', 'AH', 'N']",-0.5267
563,bastardizations,"['B', 'AE', 'S', 'T', 'ER', 'D', 'AH', 'Z', 'EY', 'SH', 'AH', 'N', 'Z']",-0.4767
564,bastardize,"['B', 'AE', 'S', 'T', 'ER', 'D', 'AY', 'Z']",-0.5267
565,bastardized,"['B', 'AE', 'S', 'T', 'ER', 'D', 'AY', 'Z', 'D']",-0.4588
566,bastardizes,"['B', 'AE', 'S', 'T', 'ER', 'D', 'AY', 'Z', 'IH', 'Z']",-0.4215
567,bastardizing,"['B', 'AE', 'S', 'T', 'ER', 'D', 'AY', 'Z', 'IH', 'NG']",-0.5106
568,bastardly,"['B', 'AE', 'S', 'T', 'ER', 'D', 'L', 'IY']",-0.5719
569,bastards,"['B', 'AE', 'S', 'T', 'ER', 'D', 'Z']",-0.6124
570,bastardy,"['B', 'AE', 'S', 'T', 'ER', 'D', 'IY']",-0.5719
571,battle,"['B', 'AE', 'T', 'AH', 'L']",-0.3818
572,battled,"['B', 'AE', 'T', 'AH', 'L', 'D']",-0.296
573,battlefield,"['B', 'AE', 'T', 'AH', 'L', 'F', 'IY', 'L', 'D']",-0.3818
574,battlefields,"['B', 'AE', 'T', 'AH', 'L', 'F', 'IY', 'L', 'D', 'Z']",-0.2263
575,battlefront,"['B', 'AE', 'T', 'AH', 'L', 'F', 'R', 'AH', 'N', 'T']",-0.296
576,battlefronts,"['B', 'AE', 'T', 'AH', 'L', 'F', 'R', 'AH', 'N', 'T', 'S']",-0.2023
577,battleground,"['B', 'AE', 'T', 'AH', 'L', 'G', 'R', 'AW', 'N', 'D']",-0.4019
578,battlegrounds,"['B', 'AE', 'T', 'AH', 'L', 'G', 'R', 'AW', 'N', 'D', 'Z']",-0.1531
579,battlement,"['B', 'AE', 'T', 'AH', 'L', 'M', 'AH', 'N', 'T']",-0.1027
580,battlement,"['B', 'AE', 'T', 'AH', 'L', 'M', 'EH', 'N', 'T']",-0.1027
581,battlements,"['B', 'AE', 'T', 'AH', 'L', 'M', 'AH', 'N', 'T', 'S']",-0.1027
582,battler,"['B', 'AE', 'T', 'AH', 'L', 'ER']",-0.2023
583,battlers,"['B', 'AE', 'T', 'AH', 'L', 'ER', 'Z']",-0.0516
584,battles,"['B', 'AE', 'T', 'AH', 'L', 'Z']",-0.3818
585,battleship,"['B', 'AE', 'T', 'AH', 'L', 'SH', 'IH', 'P']",-0.0258
586,battleships,"['B', 'AE', 'T', 'AH', 'L', 'SH', 'IH', 'P', 'S']",-0.128
587,battlewagon,"['B', 'AE', 'T', 'AH', 'L', 'W', 'AE', 'G', 'AH', 'N']",-0.0772
